2020-11-04 23:51:13	7.078000	1996	-05	XX0QW: N0BDY INFO FN00TO;PIR1=G ♢ 
2020-11-07 14:57:53	7.120000	1996	-17	XX0ZI: N0BDY INFO FN21;PIR1=R ♢ 
2020-11-07 14:58:44	7.120000	1996	-14	XX0NT: N0BDY INFO EN57SF;PIR1=Y ♢ 
2020-11-07 14:59:43	7.120000	1996	+11	XX0AB: N0BDY INFO EM17;PIR1=G ♢ 
2020-11-07 14:59:43	7.120000	1996	-05	XX0MF: N0BDY INFO EM90DE;PIR1=R ♢ 
2020-11-07 15:00:13	7.120000	1996	+09	XX0BT: N0BDY INFO EM83 ; PIR1=Y ♢ 
2020-11-07 15:00:28	7.120000	2198	+03	XX0KR: N0BDY INFO EM01;PIR1=G ♢ 
2020-11-07 15:01:12	7.120000	2200	+06	XX0RL: N0BDY INFO EM04;PIR1=R ♢ 
2020-11-07 15:01:42	7.120000	2200	-11	XX0ZJ: N0BDY INFO EM19;PIR1=Y ♢ 
2020-11-07 15:02:59	7.120000	2200	+07	XX04B: N0BDY INFO FM06RA;PIR1=G ♢ 
2020-11-07 15:02:59	7.120000	2200	-04	XX0SA: N0BDY INFO DN13;PIR1=R ♢ 
2020-11-07 15:04:28	7.120000	2200	+06	XX0UC: N0BDY INFO EM63MG;PIR1=Y ♢ 
2020-11-07 15:05:12	7.120000	2200	+03	XX0UC: N0BDY INFO EN11WK ; PIR1=G ♢ 
2020-11-07 15:05:29	7.120000	2200	-03	XX0FT: N0BDY INFO DN17;PIR1=R ♢ 
2020-11-07 15:06:13	7.120000	2200	-12	XX0II: N0BDY INFO BEER DN17;PIR1=Y ♢ 
2020-11-07 15:06:28	7.120000	2200	+02	XX0WI: N0BDY INFO EM15;PIR1=G ♢ 
2020-11-07 15:07:13	7.120000	2200	+00	XX0VI: N0BDY INFO DN13SP;PIR1=R ♢ 
2020-11-07 15:07:58	7.120000	2200	+15	XX0GV: N0BDY INFO DN06IE;PIR1=Y ♢ 
2020-11-07 15:07:59	7.120000	2200	-12	XX0TQ: N0BDY INFO DN,91RB ; PIR1=G ♢ 
2020-11-07 15:09:12	7.120000	2200	-04	XX0UN: N0BDY INFO CN83;PIR1=R ♢ 
2020-11-07 15:10:43	7.120000	2200	+01	XX0KS: N0BDY INFO FM06RH;PIR1=Y ♢ 
2020-11-07 15:11:02	7.120000	2200	-14	XX0WY: N0BDY INFO EM86;PIR1=G ♢ 
2020-11-07 15:11:28	7.120000	2200	+17	XX0CE: N0BDY INFO DN18VR;PIR1=R ♢ 
2020-11-07 15:11:43	7.120000	2200	+02	XX0YV: N0BDY INFO DN17PX;PIR1=Y ♢ 
2020-11-07 15:11:59	7.120000	2200	+09	XX0ND: N0BDY INFO CM97JR;PIR2=G ♢ 
2020-11-07 15:11:59	7.120000	2200	-08	XX0CW: N0BDY INFO EN35;PIR1=U ♢ 
2020-11-07 15:12:58	7.120000	2200	+04	XX0WB: N0BDY INFO EM84QU ; PIR1=Y ♢ 
2020-11-07 15:14:43	7.120000	2200	-01	XX0SA: N0BDY INFO EM93;PIR1=G ♢ 
2020-11-07 15:14:59	7.120000	2200	-12	XX0MP: N0BDY INFO DN06;PIR1=U ♢ 
2020-11-07 15:14:59	7.120000	2200	-03	XX0SW: N0BDY INFO FM29KR;PIR1=Y ♢ 
2020-11-07 15:14:59	7.120000	2200	-10	XX0TB: N0BDY INFO FN10;PIR1=G ♢ 
2020-11-07 15:14:59	7.120000	2200	+14	XX0RY: N0BDY INFO EM82FM;PIR1=U ♢ 
2020-11-07 15:14:59	7.120000	2200	+05	XX0BP: N0BDY INFO CN82;PIR1=Y ♢ 
2020-11-07 15:15:02	7.120000	2200	-07	XX0AW: N0BDY INFO EM79VJ ; PIR1=G ♢ 
2020-11-07 15:15:03	7.120000	2200	-09	XX0ES: N0BDY INFO EN11 ; PIR1=U ♢ 
2020-11-07 15:15:13	7.120000	2200	+01	XX0OX: N0BDY INFO FN00TN;PIR1=Y ♢ 
2020-11-07 15:15:38	7.120000	2200	-05	XX0YD: N0BDY INFO EM56;PIR1=G ♢ 
2020-11-07 15:15:58	7.120000	2200	-10	XX0YC: N0BDY INFO CM87TN ; PIR1=U ♢ 
2020-11-07 15:15:58	7.120000	2200	-02	XX0PP: N0BDY INFO EM82FM PIR1=Y ♢ 
2020-11-07 15:15:58	7.120000	2200	-08	XX0TH: N0BDY INFO EN62BM;PIR1=G ♢ 
2020-11-07 15:16:01	7.120000	2200	-05	XX0IG: N0BDY INFO DN70JE;PIR1=X ♢ 
2020-11-07 15:16:01	7.120000	2200	-11	XX0IK: N0BDY INFO DN44HI;PIR1=Y ♢ 
2020-11-07 15:16:18	7.120000	2200	-17	XX0AC: N0BDY INFO DN08;PIR1=G ♢ 
